fidelity,time
0,0.0
0.5601184326976905,0.0
0.6080363073611402,0.0
0.6171503991134166,0.0
0,0.0
0.6253842914721233,0.0
0.6056507136058795,0.0
0,0.0
0.6001997332119705,0.0
0,0.0
0,0.0
0.6150685135843951,0.0
0.6012763669203314,0.0
0,0.0
0.620970539169472,0.0
0.5930637090142309,0.0
0.6233967005555445,0.0
0.5935221402387512,0.0
0,0.0
0,0.0
0.6257266692566046,0.0
0,0.0
0.6029802973422108,0.0
0.6057433711923261,0.0
0.6066821279565833,0.0
0.6194615516404294,0.0
0.5993112249022072,0.0
0,0.0
0.6297332226382996,0.0
0.6214743033338808,0.0
0.5801969051820761,0.0
0.6272357332213951,0.0
0,0.0
0.6014383149322546,0.0
0.6284048774096868,0.0
0.6234895026223041,0.0
0.6263732282453761,0.0
0.6203640707971246,0.0
0.5901041949932442,0.0
0.6198541470415974,0.0
0.6248048100003567,0.0
0,0.0
0,0.0
0.621333624106791,0.0
0,0.0
0,0.0
0.625663602155752,0.0
0,0.0
0,0.0
0.6002129170687568,0.0
0.5421422889626553,0.0
0.6051751909500948,0.0
0.6199993272282333,0.0
0.6182815118971356,0.0
0.5704672246080795,0.0
0.6230088956898324,0.0
0,0.0
0,0.0
0.6245206676994629,0.0
0,0.0
0.6058668085310503,0.0
0,0.0
0,0.0
0,0.0
0.5997762985298775,0.0
0.6257288788178123,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0.6126140901889022,0.0
0.6213336077382844,0.0
0,0.0
0.6082540167060637,0.0
0.5928547444140019,0.0
0.6272773775540736,0.0
0.6204984143058213,0.0
0,0.0
0.6258688540811834,0.0
0,0.0
0,0.0
0,0.0
