fidelity,time
0.5000000035264365,0.0
0.5000652016382238,0.0
0.5068839738748464,0.0
0.5367386613427872,0.0
0.5107502780259855,0.0
0.5002810950734702,0.0
0.5190735085627495,0.0
0.6045188268588132,0.0
0.5787783093058562,0.0
0.5005240514750066,0.0
0.5000000173631903,0.0
0.5276913265512051,0.0
0.5323151978434232,0.0
0.5000004183639238,0.0
0.5033649117501142,0.0
0.5000410932659128,0.0
0.5000017233073202,0.0
0.6104498869293135,0.0
0.6215926154914857,0.0
0.5000580305184754,0.0
0.5390209731623774,0.0
0.7347106018476942,0.0
0.5561822261173993,0.0
0.509289156522085,0.0
0.5011969174068893,0.0
0.5010973814966235,0.0
0.604114409100333,0.0
0.5013417036046971,0.0
0.5000002258818491,0.0
0.5000318034645276,0.0
0.5012545173444471,0.0
0.5000417722928978,0.0
0.5877066363239599,0.0
0.5001019630551308,0.0
0.5002783295387939,0.0
0.5141607739833365,0.0
0.500000037145107,0.0
0.5000126235889604,0.0
0.5002057505564665,0.0
0.5039180588866896,0.0
0.5063116396322735,0.0
0.5303990747346966,0.0
0.5929071571130304,0.0
0.536910992740816,0.0
0.5573541263426194,0.0
0.5002512474192966,0.0
0.5765307448440993,0.0
0.5003006937429001,0.0
0.5027225097157408,0.0
0.502864406080894,0.0
0.5550230691205317,0.0
0.5141975428693601,0.0
0.5082010475380488,0.0
0.5000000013058292,0.0
0.5000039479722062,0.0
0.5486838150268815,0.0
0.5010505714805826,0.0
0.5000582297557082,0.0
0.5000216555059418,0.0
0.5001027205696712,0.0
