fidelity,time,protocol_name,decoherence_time
0.500003728626349,0.0,ALWAYS_REPLACE,0.001
0.5000089872796533,0.0,ALWAYS_REPLACE,0.001
0.5000000000153259,0.0,ALWAYS_REPLACE,0.001
0.5285279263068318,0.0,ALWAYS_REPLACE,0.001
0.5000000362585796,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5001450976361438,0.0,ALWAYS_REPLACE,0.001
0.5000000000027236,0.0,ALWAYS_REPLACE,0.001
0.500000002865877,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000052,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5237240656373291,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000882,0.0,ALWAYS_REPLACE,0.001
0.6093213525808309,0.0,ALWAYS_REPLACE,0.001
0.5000830479047619,0.0,ALWAYS_REPLACE,0.001
0.5222397595349602,0.0,ALWAYS_REPLACE,0.001
0.5000000000002802,0.0,ALWAYS_REPLACE,0.001
0.5000000000044196,0.0,ALWAYS_REPLACE,0.001
0.5000000023469586,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5675075511964316,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000010475831,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000047941073,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000004964,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5013225228820285,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000132,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000726049286,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5001475599925232,0.0,ALWAYS_REPLACE,0.001
0.5000000017718125,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5669793914738503,0.0,ALWAYS_REPLACE,0.001
0.5000000000000014,0.0,ALWAYS_REPLACE,0.001
0.5014013050409539,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000221618682906,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000001218,0.0,ALWAYS_REPLACE,0.001
0.5000000000054505,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000031022793,0.0,ALWAYS_REPLACE,0.001
0,0.0,ALWAYS_REPLACE,0.001
0.5041281626507912,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000004097,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5004552745477524,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5000000000000001,0.0,ALWAYS_REPLACE,0.001
0.5001108433901663,0.0,ALWAYS_REPLACE,0.001
0.500000000311227,0.0,ALWAYS_REPLACE,0.005
0.5000000241303683,0.0,ALWAYS_REPLACE,0.005
0.5041663823747208,0.0,ALWAYS_REPLACE,0.005
0.5000001009699484,0.0,ALWAYS_REPLACE,0.005
0.5000571102023981,0.0,ALWAYS_REPLACE,0.005
0.5083986687555108,0.0,ALWAYS_REPLACE,0.005
0.561977330838745,0.0,ALWAYS_REPLACE,0.005
0.579328636876768,0.0,ALWAYS_REPLACE,0.005
0.5000285004749176,0.0,ALWAYS_REPLACE,0.005
0.5000000000000043,0.0,ALWAYS_REPLACE,0.005
0.5000000030911793,0.0,ALWAYS_REPLACE,0.005
0.5074568876119954,0.0,ALWAYS_REPLACE,0.005
0.5000001137405793,0.0,ALWAYS_REPLACE,0.005
0.7409418775187147,0.0,ALWAYS_REPLACE,0.005
0.5897013243434125,0.0,ALWAYS_REPLACE,0.005
0.500972636886187,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.5008180877045442,0.0,ALWAYS_REPLACE,0.005
0.5032981027165255,0.0,ALWAYS_REPLACE,0.005
0.500000533858072,0.0,ALWAYS_REPLACE,0.005
0.7635193654890404,0.0,ALWAYS_REPLACE,0.005
0.5000143912309495,0.0,ALWAYS_REPLACE,0.005
0.500000000000001,0.0,ALWAYS_REPLACE,0.005
0.5015352569238545,0.0,ALWAYS_REPLACE,0.005
0.5000036528223766,0.0,ALWAYS_REPLACE,0.005
0.5000000000892495,0.0,ALWAYS_REPLACE,0.005
0.5000253027504166,0.0,ALWAYS_REPLACE,0.005
0.5003384621383729,0.0,ALWAYS_REPLACE,0.005
0.55510109691042,0.0,ALWAYS_REPLACE,0.005
0.5022253894181561,0.0,ALWAYS_REPLACE,0.005
0.73326203297371,0.0,ALWAYS_REPLACE,0.005
0.5975248468151118,0.0,ALWAYS_REPLACE,0.005
0.663890605822441,0.0,ALWAYS_REPLACE,0.005
0.5000039328324902,0.0,ALWAYS_REPLACE,0.005
0.5012810971085111,0.0,ALWAYS_REPLACE,0.005
0.5000031623880397,0.0,ALWAYS_REPLACE,0.005
0,0.0,ALWAYS_REPLACE,0.005
0.5037292676746085,0.0,ALWAYS_REPLACE,0.005
0.7378031512186355,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.604866281784678,0.0,ALWAYS_REPLACE,0.005
0.5396339405652715,0.0,ALWAYS_REPLACE,0.005
0.50000537039913,0.0,ALWAYS_REPLACE,0.005
0.5000746988389867,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.6874697344089112,0.0,ALWAYS_REPLACE,0.005
0.511394199463604,0.0,ALWAYS_REPLACE,0.005
0.5000469458731024,0.0,ALWAYS_REPLACE,0.005
0.50000003724197,0.0,ALWAYS_REPLACE,0.005
0.6579974563657912,0.0,ALWAYS_REPLACE,0.005
0.6074058856993925,0.0,ALWAYS_REPLACE,0.005
0.5000443353679571,0.0,ALWAYS_REPLACE,0.005
0.5167701311456087,0.0,ALWAYS_REPLACE,0.005
0.5036434001283338,0.0,ALWAYS_REPLACE,0.005
0.5004707836962704,0.0,ALWAYS_REPLACE,0.005
0.5406708166695702,0.0,ALWAYS_REPLACE,0.005
0.5000003312056137,0.0,ALWAYS_REPLACE,0.005
0.500000011554074,0.0,ALWAYS_REPLACE,0.005
0.5104468916212372,0.0,ALWAYS_REPLACE,0.005
0.5000003401650277,0.0,ALWAYS_REPLACE,0.005
0.5000409453147606,0.0,ALWAYS_REPLACE,0.005
0.7344663742656561,0.0,ALWAYS_REPLACE,0.005
0.5026179045707786,0.0,ALWAYS_REPLACE,0.005
0.500000000002421,0.0,ALWAYS_REPLACE,0.005
0.5000000000347901,0.0,ALWAYS_REPLACE,0.005
0.5000000000528187,0.0,ALWAYS_REPLACE,0.005
0.5000000000000283,0.0,ALWAYS_REPLACE,0.005
0.5000000002488535,0.0,ALWAYS_REPLACE,0.005
0.5022801946546313,0.0,ALWAYS_REPLACE,0.005
0.5000000772231572,0.0,ALWAYS_REPLACE,0.005
0.5000026649893682,0.0,ALWAYS_REPLACE,0.005
0.5000979337058004,0.0,ALWAYS_REPLACE,0.005
0.5000000000001324,0.0,ALWAYS_REPLACE,0.005
0.5057186664281335,0.0,ALWAYS_REPLACE,0.005
0.7362818377261503,0.0,ALWAYS_REPLACE,0.005
0.5597956125799369,0.0,ALWAYS_REPLACE,0.005
0.5492405506725037,0.0,ALWAYS_REPLACE,0.005
0.5334770404923271,0.0,ALWAYS_REPLACE,0.005
0.500008864033171,0.0,ALWAYS_REPLACE,0.005
0.5000047763377846,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.5002644520461711,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.6421824311232286,0.0,ALWAYS_REPLACE,0.005
0.5008382404412915,0.0,ALWAYS_REPLACE,0.005
0.500000087031049,0.0,ALWAYS_REPLACE,0.005
0.696325312481316,0.0,ALWAYS_REPLACE,0.005
0.500000289913341,0.0,ALWAYS_REPLACE,0.005
0.5000000000406694,0.0,ALWAYS_REPLACE,0.005
0.5014907438811518,0.0,ALWAYS_REPLACE,0.005
0.5004641252561943,0.0,ALWAYS_REPLACE,0.005
0,0.0,ALWAYS_REPLACE,0.005
0.5001944292563166,0.0,ALWAYS_REPLACE,0.005
0.5000000000000001,0.0,ALWAYS_REPLACE,0.005
0.7236972925356145,0.0,ALWAYS_REPLACE,0.005
0.5000000000001709,0.0,ALWAYS_REPLACE,0.005
0.5528329891789282,0.0,ALWAYS_REPLACE,0.005
0.5000002978105769,0.0,ALWAYS_REPLACE,0.005
0.5868759205181379,0.0,ALWAYS_REPLACE,0.01
0.5128509497092454,0.0,ALWAYS_REPLACE,0.01
0.5029395999627488,0.0,ALWAYS_REPLACE,0.01
0.6435673648531819,0.0,ALWAYS_REPLACE,0.01
0.6003256490600122,0.0,ALWAYS_REPLACE,0.01
0.5405055080220599,0.0,ALWAYS_REPLACE,0.01
0.5793666988151979,0.0,ALWAYS_REPLACE,0.01
0.5000044031064473,0.0,ALWAYS_REPLACE,0.01
0.500003946525378,0.0,ALWAYS_REPLACE,0.01
0.5013419835014971,0.0,ALWAYS_REPLACE,0.01
0.5188718565254901,0.0,ALWAYS_REPLACE,0.01
0.6599816018048819,0.0,ALWAYS_REPLACE,0.01
0.5198981817326745,0.0,ALWAYS_REPLACE,0.01
0.5001226582429863,0.0,ALWAYS_REPLACE,0.01
0.5070424908518049,0.0,ALWAYS_REPLACE,0.01
0.5564379496127663,0.0,ALWAYS_REPLACE,0.01
0.5044007733936595,0.0,ALWAYS_REPLACE,0.01
0.548071157202766,0.0,ALWAYS_REPLACE,0.01
0.6713884829987032,0.0,ALWAYS_REPLACE,0.01
0.7189546486555068,0.0,ALWAYS_REPLACE,0.01
0.5012280246428035,0.0,ALWAYS_REPLACE,0.01
0.5493489187256467,0.0,ALWAYS_REPLACE,0.01
0.6142796922541878,0.0,ALWAYS_REPLACE,0.01
0.5007921222184428,0.0,ALWAYS_REPLACE,0.01
0.5023149523257894,0.0,ALWAYS_REPLACE,0.01
0.7281860295484499,0.0,ALWAYS_REPLACE,0.01
0.5605850208372878,0.0,ALWAYS_REPLACE,0.01
0.5001727414710478,0.0,ALWAYS_REPLACE,0.01
0.5117306638844752,0.0,ALWAYS_REPLACE,0.01
0.5239640305207234,0.0,ALWAYS_REPLACE,0.01
0.6481251286201348,0.0,ALWAYS_REPLACE,0.01
0.5324873899975723,0.0,ALWAYS_REPLACE,0.01
0.5005717841505978,0.0,ALWAYS_REPLACE,0.01
0.645359684637036,0.0,ALWAYS_REPLACE,0.01
0.5736073248649219,0.0,ALWAYS_REPLACE,0.01
0.5860486897147954,0.0,ALWAYS_REPLACE,0.01
0.539872796243927,0.0,ALWAYS_REPLACE,0.01
0.5895005096522696,0.0,ALWAYS_REPLACE,0.01
0.5007435269629098,0.0,ALWAYS_REPLACE,0.01
0.5000088819498942,0.0,ALWAYS_REPLACE,0.01
0.500745208512873,0.0,ALWAYS_REPLACE,0.01
0.5081611834622682,0.0,ALWAYS_REPLACE,0.01
0.5000076813201786,0.0,ALWAYS_REPLACE,0.01
