fidelity,time
0,0.0
0.553086286794748,0.0
0.5372221638667803,0.0
0.5936054073026074,0.0
0.5358444490166003,0.0
0.5880642142698331,0.0
0.5954144856543401,0.0
0.5362038685373013,0.0
0,0.0
0.5466856614544642,0.0
0,0.0
0.5928429068194513,0.0
0,0.0
0.5817958928475552,0.0
0,0.0
0.5511531201836262,0.0
0.5439834915612871,0.0
0.6015291009298429,0.0
0.5979451774260384,0.0
0.5358865671066824,0.0
0.5306037293358702,0.0
0.5604885377933857,0.0
0.5854452608413424,0.0
0.5491505930539792,0.0
0.6074510709594788,0.0
0.548608862100748,0.0
0.5769963259472478,0.0
0.5998466032960307,0.0
0.5898971770405105,0.0
0.5502900399594837,0.0
0.5610165888688888,0.0
0.5624693211666407,0.0
0.5675070401752811,0.0
0,0.0
0.5852014264988363,0.0
0,0.0
0.6068700973663983,0.0
0.5950415674311474,0.0
0,0.0
0,0.0
0.6064150879302618,0.0
0,0.0
0.5672312553376136,0.0
0.5837072055806488,0.0
0,0.0
0,0.0
0.5582277539720282,0.0
0.5301725246866194,0.0
0,0.0
0.5973990747128202,0.0
0.5416642986665915,0.0
0,0.0
0.5507856032994192,0.0
0,0.0
0,0.0
0.5818814154546897,0.0
0.5387859169927965,0.0
0.5656407734952466,0.0
0.5649737933042348,0.0
0.6065519230968528,0.0
0.5897463794231996,0.0
0,0.0
0,0.0
0.6042691428622535,0.0
0.6053553037254845,0.0
0.5695444800452907,0.0
0.57340328069051,0.0
0.5492485338570607,0.0
0.5766603516341934,0.0
0,0.0
0.5859736322106456,0.0
0.5710942912843933,0.0
0,0.0
0,0.0
0,0.0
0.6062330922329815,0.0
0.578981689350256,0.0
0.5422224117419896,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0.5474592635623647,0.0
0.5889938737560788,0.0
0.5730967760840211,0.0
0.6012102783009666,0.0
0.5450043584723162,0.0
0.5370052374877917,0.0
0,0.0
0,0.0
0,0.0
0.5965494195334834,0.0
0.5771420015123546,0.0
0,0.0
0,0.0
0.6000594717746234,0.0
0,0.0
0,0.0
0.5602299287073766,0.0
0.6076289769314999,0.0
0.5659864380798414,0.0
0.5808813257452414,0.0
0,0.0
0.5576597053575596,0.0
0,0.0
0.5489844549371935,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0.5545210335437615,0.0
0.5481716963873753,0.0
0.6084913463984685,0.0
0,0.0
0.6021316533760447,0.0
0.5379671777923829,0.0
0.5942766979355479,0.0
0,0.0
0.5841130573485871,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0.5855617673704421,0.0
