fidelity,time
0.5704566424088472,0.0
0,0.0
0.6060511650406992,0.0
0,0.0
0,0.0
0.6083423942143387,0.0
0.546555256020775,0.0
0.6178739869847379,0.0
0,0.0
0.6264029442385327,0.0
0.5454547153667363,0.0
0.5548525222044857,0.0
0.6056645642378519,0.0
0.5760940806006013,0.0
0,0.0
0.6059240050912604,0.0
0.6006397904517777,0.0
0.6250036949988862,0.0
0,0.0
0.5837115646579728,0.0
0,0.0
0.5669258136264457,0.0
0.5569906569357455,0.0
0.5539095624800079,0.0
0,0.0
0.6251213323325421,0.0
0.5716536554060263,0.0
0,0.0
0.5425353779734489,0.0
0.5500243902781226,0.0
0,0.0
0.5622423229640309,0.0
0.6106953882770761,0.0
0.5706299631591051,0.0
0.6003717931164845,0.0
0,0.0
0.5761666157904445,0.0
0,0.0
0.5655206210696815,0.0
0,0.0
0.5935155803457717,0.0
0.6148531206695388,0.0
0.5987965416091571,0.0
0.6122289042871569,0.0
0.6182329482540596,0.0
0.5907771557967899,0.0
0.5879923629955196,0.0
0,0.0
0,0.0
0,0.0
0.6264827965379953,0.0
0.561481420404167,0.0
0,0.0
0.6276009734072483,0.0
0.6195556715262442,0.0
0.5758448164459575,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0.603409056513752,0.0
0.6067132114869582,0.0
0.5711272965268253,0.0
0.6142476502549468,0.0
0.574335497090309,0.0
0.6213797035147169,0.0
0.5527134145554602,0.0
0.588128508737213,0.0
0.6246782061452454,0.0
0,0.0
0,0.0
0.5725298656179598,0.0
0,0.0
0.6245176828822336,0.0
0.574640217097253,0.0
0.564259494772057,0.0
0.622608285863912,0.0
0,0.0
0,0.0
0.6038487752670917,0.0
0,0.0
0.6232275906818201,0.0
0,0.0
0.5965658141449983,0.0
0,0.0
0.6085860504539077,0.0
0.6020198132720312,0.0
0.6045957624560835,0.0
0,0.0
0.6052584335211441,0.0
0.5877410499315802,0.0
0.5480516420771295,0.0
0.6215655564224091,0.0
0.6278401935676753,0.0
0,0.0
0.608274860116249,0.0
0,0.0
0.5837703681554315,0.0
0.6222551503230019,0.0
0.5700839530833876,0.0
0.6183440907838423,0.0
0.6090479195824542,0.0
0.6244948257137357,0.0
0,0.0
0,0.0
0,0.0
0.5995431299619606,0.0
0,0.0
0.5462891418654269,0.0
0.5973559252097262,0.0
